Subtotal Area	MARIA ELENA EVANGELISTA	PANG LY	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9212	196	132	808	454	0	0	126	328	0
Precinct 9213 - Vote By Mail	157	115	776	349	0	1	76	272	0
Precinct 9213 - Election Day	78	52	161	195	0	0	63	132	2
Precinct 9213	235	167	937	544	0	1	139	404	2
Precinct 9214 - Vote By Mail	98	91	517	236	0	0	47	189	0
Precinct 9214 - Election Day	50	36	110	135	0	0	46	89	3
Precinct 9214	148	127	627	371	0	0	93	278	3
Precinct 9215 - Vote By Mail	96	95	524	246	0	0	55	191	0
Precinct 9215 - Election Day	31	61	120	131	0	1	38	92	0
Precinct 9215	127	156	644	377	0	1	93	283	0
Precinct 9216 - Vote By Mail	112	88	669	264	0	0	64	200	0
Precinct 9216 - Election Day	69	59	155	172	0	0	44	128	0
Precinct 9216	181	147	824	436	0	0	108	328	0
Precinct 9217 - Vote By Mail	99	117	588	268	0	0	52	216	0
Precinct 9217 - Election Day	48	48	117	133	0	0	36	97	1
Precinct 9217	147	165	705	401	0	0	88	313	1
Precinct 9218 - Vote By Mail	125	90	652	278	0	0	63	215	0
Precinct 9218 - Election Day	60	52	164	158	0	0	46	112	0
Precinct 9218	185	142	816	436	0	0	109	327	0
Precinct 9219 - Vote By Mail	122	95	646	288	0	0	71	217	0
Precinct 9219 - Election Day	79	46	144	168	0	0	43	125	0
Precinct 9219	201	141	790	456	0	0	114	342	0
Precinct 9221 - Vote By Mail	88	138	562	322	0	0	96	226	0
Precinct 9221 - Election Day	41	47	89	140	0	0	50	90	2
Precinct 9221	129	185	651	462	0	0	146	316	2
Precinct 9222 - Vote By Mail	125	174	773	373	0	0	74	299	0
Precinct 9222 - Election Day	72	58	137	174	0	0	43	131	1
Precinct 9222	197	232	910	547	0	0	117	430	1
Precinct 9223 - Vote By Mail	96	107	558	266	0	0	63	203	0
Precinct 9223 - Election Day	42	40	109	113	0	0	31	82	0
Precinct 9223	138	147	667	379	0	0	94	285	0
Precinct 9224 - Vote By Mail	150	151	768	380	0	0	79	301	0
Precinct 9224 - Election Day	69	55	181	166	0	0	41	125	1
Precinct 9224	219	206	949	546	0	0	120	426	1
Precinct 9225 - Vote By Mail	128	116	757	303	0	0	59	244	0
Precinct 9225 - Election Day	87	66	169	219	0	0	63	156	3
Precinct 9225	215	182	926	522	0	0	122	400	3
Precinct 9226 - Vote By Mail	138	127	741	355	0	0	90	265	0
Precinct 9226 - Election Day	71	45	155	148	0	0	31	117	1
Precinct 9226	209	172	896	503	0	0	121	382	1
Precinct 9227 - Vote By Mail	125	164	605	371	0	0	82	289	0
Precinct 9227 - Election Day	58	60	124	149	0	0	29	120	2
Precinct 9227	183	224	729	520	0	0	111	409	2
Precinct 9228 - Vote By Mail	116	140	578	314	0	0	58	256	0
Precinct 9228 - Election Day	69	63	160	179	0	0	47	132	0
Precinct 9228	185	203	738	493	0	0	105	388	0
Precinct 9229 - Vote By Mail	103	98	460	257	0	0	56	201	0
Precinct 9229 - Election Day	43	50	119	122	0	0	29	93	0
Precinct 9229	146	148	579	379	0	0	85	294	0
Precinct 9231 - Vote By Mail	149	125	726	352	0	0	78	274	0
Precinct 9231 - Election Day	101	91	236	255	0	0	62	193	1
Precinct 9231	250	216	962	607	0	0	140	467	1
Precinct 9232 - Vote By Mail	117	121	608	293	0	0	55	238	0
Precinct 9232 - Election Day	80	48	126	155	0	0	27	128	0
Precinct 9232	197	169	734	448	0	0	82	366	0
Precinct 9233 - Vote By Mail	114	135	668	330	0	0	81	249	0
Precinct 9233 - Election Day	68	67	150	186	0	0	50	136	1
Precinct 9233	182	202	818	516	0	0	131	385	1
Precinct 9234 - Vote By Mail	139	113	643	319	0	0	67	252	0
Precinct 9234 - Election Day	49	52	91	144	0	0	40	104	3
Precinct 9234	188	165	734	463	0	0	107	356	3
Precinct 9235 - Vote By Mail	127	144	703	365	0	1	93	271	0
Precinct 9235 - Election Day	84	68	160	194	0	0	42	152	0
Precinct 9235	211	212	863	559	0	1	135	423	0
Precinct 9236 - Vote By Mail	103	113	537	282	0	0	66	216	0
Precinct 9236 - Election Day	53	39	136	137	0	0	45	92	0
Precinct 9236	156	152	673	419	0	0	111	308	0
Precinct 9237 - Vote By Mail	146	164	779	395	0	0	85	310	0
Precinct 9237 - Election Day	75	48	118	182	0	0	58	124	1
Precinct 9237	221	212	897	577	0	0	143	434	1
Precinct 9238 - Vote By Mail	124	137	687	330	0	1	68	261	0
Precinct 9238 - Election Day	70	55	118	174	0	0	49	125	0
Precinct 9238	194	192	805	504	0	1	117	386	0
Precinct 9239 - Vote By Mail	146	147	740	390	0	0	97	293	0
Precinct 9239 - Election Day	63	46	124	157	0	0	48	109	0
Precinct 9239	209	193	864	547	0	0	145	402	0
Precinct 9241 - Vote By Mail	154	150	819	403	0	0	99	304	0
Precinct 9241 - Election Day	74	65	141	195	0	0	56	139	0
Precinct 9241	228	215	960	598	0	0	155	443	0
Precinct 9242 - Vote By Mail	144	116	771	348	0	0	88	260	0
Precinct 9242 - Election Day	108	44	172	213	0	0	61	152	0
Precinct 9242	252	160	943	561	0	0	149	412	0
Precinct 9243 - Vote By Mail	113	86	480	241	0	0	42	199	0
Precinct 9243 - Election Day	58	40	123	138	0	0	40	98	0
Precinct 9243	171	126	603	379	0	0	82	297	0
Precinct 9244 - Vote By Mail	178	122	756	394	0	0	94	300	0
Precinct 9244 - Election Day	81	58	154	182	0	0	40	142	3
Precinct 9244	259	180	910	576	0	0	134	442	3
Precinct 9245 - Vote By Mail	127	97	616	300	0	0	76	224	0
Precinct 9245 - Election Day	55	36	98	127	0	1	34	92	1
Precinct 9245	182	133	714	427	0	1	110	316	1
Precinct 9246 - Vote By Mail	174	147	815	430	0	0	109	321	0
Precinct 9246 - Election Day	89	43	155	194	0	0	62	132	0
Precinct 9246	263	190	970	624	0	0	171	453	0
Precinct 9247 - Vote By Mail	176	129	764	380	0	0	75	305	0
Precinct 9247 - Election Day	100	46	148	204	0	0	57	147	1
Precinct 9247	276	175	912	584	0	0	132	452	1
Precinct 9248 - Vote By Mail	158	107	757	358	0	0	93	265	0
Precinct 9248 - Election Day	105	41	150	190	0	0	44	146	0
Precinct 9248	263	148	907	548	0	0	137	411	0
Precinct 9249 - Vote By Mail	196	108	724	379	0	0	75	304	0
Precinct 9249 - Election Day	110	51	191	213	0	0	52	161	0
Precinct 9249	306	159	915	592	0	0	127	465	0
Precinct 9251 - Vote By Mail	201	126	792	392	0	0	65	327	0
Precinct 9251 - Election Day	104	86	174	235	0	0	44	191	1
Precinct 9251	305	212	966	627	0	0	109	518	1
Precinct 9252 - Vote By Mail	153	152	811	381	0	0	76	305	0
Precinct 9252 - Election Day	77	57	142	175	0	0	40	135	1
Precinct 9252	230	209	953	556	0	0	116	440	1
Precinct 9253 - Vote By Mail	133	115	599	300	0	0	52	248	0
Precinct 9253 - Election Day	77	40	162	148	0	0	31	117	0
Precinct 9253	210	155	761	448	0	0	83	365	0
Precinct 9254 - Vote By Mail	201	124	758	414	0	0	89	325	0
Precinct 9254 - Election Day	84	50	163	181	0	0	47	134	0
Precinct 9254	285	174	921	595	0	0	136	459	0
Precinct 9255 - Vote By Mail	106	50	436	196	0	0	40	156	0
Precinct 9255 - Election Day	68	34	114	133	0	0	31	102	0
Precinct 9255	174	84	550	329	0	0	71	258	0
Precinct 9256 - Vote By Mail	83	51	367	169	0	0	35	134	0
Precinct 9256 - Election Day	55	35	95	114	0	0	23	91	1
Precinct 9256	138	86	462	283	0	0	58	225	1
Precinct 9257 MB - Vote By Mail	105	31	359	161	0	0	25	136	0
Precinct 9257 MB - Election Day	4	1	-39	6	0	0	1	5	0
Precinct 9257 MB	109	32	320	167	0	0	26	141	0
Precinct 9258 - Vote By Mail	143	114	583	306	0	0	49	257	0
Precinct 9258 - Election Day	78	39	120	145	0	0	28	117	0
Precinct 9258	221	153	703	451	0	0	77	374	0
Precinct 9401 - Vote By Mail	227	81	796	358	0	1	49	308	0
Precinct 9401 - Election Day	122	31	242	177	0	0	24	153	0
Precinct 9401	349	112	1,038	535	0	1	73	461	0
Precinct 9402 - Vote By Mail	206	122	775	377	0	0	49	328	0
Precinct 9402 - Election Day	97	36	242	159	0	0	26	133	0
Precinct 9402	303	158	1,017	536	0	0	75	461	0
Precinct 9403 - Vote By Mail	191	104	731	346	0	0	51	295	0
Precinct 9403 - Election Day	71	30	190	126	0	0	25	101	0
Precinct 9403	262	134	921	472	0	0	76	396	0
Precinct 9404 - Vote By Mail	157	140	753	345	0	0	48	297	0
Precinct 9404 - Election Day	92	42	191	155	0	0	21	134	0
Precinct 9404	249	182	944	500	0	0	69	431	0
Precinct 9405 - Vote By Mail	129	99	629	276	0	0	48	228	0
Precinct 9405 - Election Day	53	37	151	104	0	0	14	90	0
Precinct 9405	182	136	780	380	0	0	62	318	0
Precinct 9406 - Vote By Mail	147	128	695	327	0	0	52	275	0
Precinct 9406 - Election Day	74	54	188	152	0	0	24	128	0
Precinct 9406	221	182	883	479	0	0	76	403	0
Precinct 9407 - Vote By Mail	174	137	712	368	0	0	57	311	0
Precinct 9407 - Election Day	74	30	201	132	0	0	27	105	1
Precinct 9407	248	167	913	500	0	0	84	416	1
Precinct 9408 - Vote By Mail	184	90	711	321	0	0	47	274	0
Precinct 9408 - Election Day	71	35	152	126	0	0	19	107	1
Precinct 9408	255	125	863	447	0	0	66	381	1
Precinct 9409 - Vote By Mail	105	79	443	226	0	0	42	184	0
Precinct 9409 - Election Day	92	17	158	127	0	0	18	109	0
Precinct 9409	197	96	601	353	0	0	60	293	0
Precinct 9411 - Vote By Mail	232	96	816	376	0	0	48	328	0
Precinct 9411 - Election Day	91	31	191	135	0	0	13	122	0
Precinct 9411	323	127	1,007	511	0	0	61	450	0
Precinct 9412 - Vote By Mail	161	135	668	339	0	0	43	296	0
Precinct 9412 - Election Day	85	32	202	139	0	0	20	119	2
Precinct 9412	246	167	870	478	0	0	63	415	2
Precinct 9413 - Vote By Mail	173	125	757	375	0	0	77	298	0
Precinct 9413 - Election Day	68	30	179	127	0	0	27	100	2
Precinct 9413	241	155	936	502	0	0	104	398	2
Precinct 9414 - Vote By Mail	159	140	734	360	0	0	61	299	0
Precinct 9414 - Election Day	47	39	186	108	0	0	22	86	0
Precinct 9414	206	179	920	468	0	0	83	385	0
Precinct 9415 - Vote By Mail	139	128	634	314	0	1	46	267	0
Precinct 9415 - Election Day	50	27	154	98	0	0	21	77	0
Precinct 9415	189	155	788	412	0	1	67	344	0
Precinct 9416 - Vote By Mail	178	148	769	391	0	0	65	326	0
Precinct 9416 - Election Day	81	41	230	143	0	0	21	122	0
Precinct 9416	259	189	999	534	0	0	86	448	0
Precinct 9417 - Vote By Mail	129	142	629	321	0	0	50	271	0
Precinct 9417 - Election Day	57	36	145	110	0	0	17	93	0
Precinct 9417	186	178	774	431	0	0	67	364	0
Precinct 9418 - Vote By Mail	115	132	631	310	0	0	63	247	0
Precinct 9418 - Election Day	62	37	188	122	0	0	23	99	0
Precinct 9418	177	169	819	432	0	0	86	346	0
Precinct 9419 - Vote By Mail	158	152	736	369	0	1	58	310	0
Precinct 9419 - Election Day	42	49	173	108	0	0	17	91	0
Precinct 9419	200	201	909	477	0	1	75	401	0
Precinct 9421 - Vote By Mail	139	136	752	338	0	0	63	275	0
Precinct 9421 - Election Day	50	35	173	112	0	0	25	87	2
Precinct 9421	189	171	925	450	0	0	88	362	2
Precinct 9422 - Vote By Mail	164	176	831	412	0	1	71	340	0
Precinct 9422 - Election Day	79	49	270	148	0	0	19	129	1
Precinct 9422	243	225	1,101	560	0	1	90	469	1
Precinct 9423 - Vote By Mail	148	114	714	316	0	0	54	262	0
Precinct 9423 - Election Day	73	31	190	121	0	0	16	105	1
Precinct 9423	221	145	904	437	0	0	70	367	1
Precinct 9424 - Vote By Mail	164	159	799	384	0	0	61	323	0
Precinct 9424 - Election Day	73	31	210	116	0	0	12	104	0
Precinct 9424	237	190	1,009	500	0	0	73	427	0
Precinct 9425 - Vote By Mail	142	161	789	346	0	1	42	303	0
Precinct 9425 - Election Day	62	33	187	115	0	0	20	95	0
Precinct 9425	204	194	976	461	0	1	62	398	0
Precinct 9426 - Vote By Mail	111	157	697	323	0	0	55	268	0
Precinct 9426 - Election Day	41	35	156	104	0	0	28	76	0
Precinct 9426	152	192	853	427	0	0	83	344	0
Precinct 9427 - Vote By Mail	144	188	799	381	0	0	49	332	0
Precinct 9427 - Election Day	31	51	188	115	0	0	33	82	0
Precinct 9427	175	239	987	496	0	0	82	414	0
Precinct 9428 - Vote By Mail	112	185	811	351	0	0	54	297	0
Precinct 9428 - Election Day	63	28	179	115	0	0	24	91	0
Precinct 9428	175	213	990	466	0	0	78	388	0
Precinct 9429 - Vote By Mail	137	162	709	343	0	0	44	299	0
Precinct 9429 - Election Day	55	40	197	124	0	0	28	96	1
Precinct 9429	192	202	906	467	0	0	72	395	1
Precinct 9431 - Vote By Mail	137	210	832	411	0	0	64	347	0
Precinct 9431 - Election Day	49	54	204	125	0	0	22	103	0
Precinct 9431	186	264	1,036	536	0	0	86	450	0
Precinct 9432 - Vote By Mail	142	151	743	358	0	0	65	293	0
Precinct 9432 - Election Day	63	39	215	118	0	0	16	102	0
Precinct 9432	205	190	958	476	0	0	81	395	0
Precinct 9433 - Vote By Mail	145	155	794	373	0	0	73	300	0
Precinct 9433 - Election Day	46	23	164	95	0	0	25	70	1
Precinct 9433	191	178	958	468	0	0	98	370	1
Precinct 9434 - Vote By Mail	169	165	785	387	0	0	53	334	0
Precinct 9434 - Election Day	83	41	227	163	0	0	38	125	1
Precinct 9434	252	206	1,012	550	0	0	91	459	1
Precinct 9435 - Vote By Mail	139	154	779	366	0	0	73	293	0
Precinct 9435 - Election Day	86	45	225	158	0	0	27	131	0
Precinct 9435	225	199	1,004	524	0	0	100	424	0
Precinct 9436 - Vote By Mail	126	200	842	386	0	0	60	326	0
Precinct 9436 - Election Day	61	51	226	129	0	0	17	112	0
Precinct 9436	187	251	1,068	515	0	0	77	438	0
Precinct 9437 - Vote By Mail	140	176	736	376	0	0	60	316	0
Precinct 9437 - Election Day	68	43	191	130	0	0	19	111	0
Precinct 9437	208	219	927	506	0	0	79	427	0
Precinct 9438 - Vote By Mail	155	196	837	416	0	0	65	351	0
Precinct 9438 - Election Day	45	26	152	84	0	0	12	72	1
Precinct 9438	200	222	989	500	0	0	77	423	1
Precinct 9439 - Vote By Mail	113	179	718	343	0	0	51	292	0
Precinct 9439 - Election Day	45	46	199	112	0	0	21	91	0
Precinct 9439	158	225	917	455	0	0	72	383	0
Precinct 9441 - Vote By Mail	184	145	778	396	0	0	67	329	0
Precinct 9441 - Election Day	77	22	193	125	0	0	26	99	0
Precinct 9441	261	167	971	521	0	0	93	428	0
Precinct 9442 - Vote By Mail	162	150	830	378	0	0	66	312	0
Precinct 9442 - Election Day	87	42	210	159	0	0	30	129	0
Precinct 9442	249	192	1,040	537	0	0	96	441	0
Precinct 9443 - Vote By Mail	165	146	759	362	0	0	51	311	0
Precinct 9443 - Election Day	68	21	196	109	0	0	20	89	0
Precinct 9443	233	167	955	471	0	0	71	400	0
Precinct 9444 - Vote By Mail	129	162	768	340	0	0	49	291	0
Precinct 9444 - Election Day	47	26	197	94	0	0	21	73	0
Precinct 9444	176	188	965	434	0	0	70	364	0
Precinct 9445 - Vote By Mail	175	162	829	405	0	0	68	337	0
Precinct 9445 - Election Day	52	43	167	114	0	0	17	97	2
Precinct 9445	227	205	996	519	0	0	85	434	2
Precinct 9446 - Vote By Mail	189	208	900	465	0	0	68	397	0
Precinct 9446 - Election Day	78	39	216	146	0	0	28	118	1
Precinct 9446	267	247	1,116	611	0	0	96	515	1
Precinct 9447 - Vote By Mail	153	184	729	392	0	0	55	337	0
Precinct 9447 - Election Day	71	54	192	146	0	0	20	126	1
Precinct 9447	224	238	921	538	0	0	75	463	1
Precinct 9448 - Vote By Mail	151	147	742	346	0	0	48	298	0
Precinct 9448 - Election Day	71	33	198	128	0	0	24	104	0
Precinct 9448	222	180	940	474	0	0	72	402	0
Precinct 9449 - Vote By Mail	105	180	719	340	0	2	53	285	0
Precinct 9449 - Election Day	54	29	162	98	0	1	13	84	1
Precinct 9449	159	209	881	438	0	3	66	369	1
Precinct 9451 - Vote By Mail	64	71	353	178	0	0	43	135	0
Precinct 9451 - Election Day	34	17	88	55	0	0	4	51	0
Precinct 9451	98	88	441	233	0	0	47	186	0
Precinct 9452 - Vote By Mail	133	156	647	334	0	0	45	289	0
Precinct 9452 - Election Day	60	45	195	134	0	0	27	107	2
Precinct 9452	193	201	842	468	0	0	72	396	2
Precinct 9453 - Vote By Mail	70	109	409	217	0	0	38	179	0
Precinct 9453 - Election Day	31	30	115	70	0	0	9	61	0
Precinct 9453	101	139	524	287	0	0	47	240	0
Precinct 9501 MB - Vote By Mail	56	20	158	92	0	0	16	76	0
Precinct 9501 MB - Election Day	1	0	-8	2	0	0	1	1	0
Precinct 9501 MB	57	20	150	94	0	0	17	77	0
Precinct 9502 MB - Vote By Mail	88	22	294	136	0	0	26	110	0
Precinct 9502 MB - Election Day	1	1	-43	2	0	0	0	2	0
Precinct 9502 MB	89	23	251	138	0	0	26	112	0
Precinct 9503/9504 - Vote By Mail	146	54	550	260	0	1	59	200	0
Precinct 9503/9504 - Election Day	56	14	150	83	0	0	13	70	0
Precinct 9503/9504	202	68	700	343	0	1	72	270	0
Precinct 9505 - Vote By Mail	177	57	589	296	0	0	62	234	0
Precinct 9505 - Election Day	77	19	176	113	0	0	17	96	0
Precinct 9505	254	76	765	409	0	0	79	330	0
Precinct 9506 - Vote By Mail	146	56	547	232	0	0	30	202	0
Precinct 9506 - Election Day	78	23	207	132	0	0	31	101	0
Precinct 9506	224	79	754	364	0	0	61	303	0
Precinct 9507 - Vote By Mail	174	74	556	305	0	0	57	248	0
Precinct 9507 - Election Day	94	31	160	155	0	0	29	126	1
Precinct 9507	268	105	716	460	0	0	86	374	1
Precinct 9508 - Vote By Mail	210	53	632	317	0	0	54	263	0
Precinct 9508 - Election Day	101	18	148	141	0	0	22	119	0
Precinct 9508	311	71	780	458	0	0	76	382	0
Precinct 9509 - Vote By Mail	171	74	585	296	0	0	51	245	0
Precinct 9509 - Election Day	79	21	142	134	0	0	33	101	1
Precinct 9509	250	95	727	430	0	0	84	346	1
Precinct 9511 - Vote By Mail	152	35	458	240	0	1	52	187	0
Precinct 9511 - Election Day	83	18	176	122	0	0	21	101	0
Precinct 9511	235	53	634	362	0	1	73	288	0
Precinct 9512 - Vote By Mail	208	57	617	327	0	0	62	265	0
Precinct 9512 - Election Day	89	28	160	136	0	0	19	117	0
Precinct 9512	297	85	777	463	0	0	81	382	0
Precinct 9513 - Vote By Mail	228	52	686	334	0	0	54	280	0
Precinct 9513 - Election Day	92	20	191	133	0	0	21	112	0
Precinct 9513	320	72	877	467	0	0	75	392	0
Precinct 9514/9522 - Vote By Mail	189	92	713	352	0	0	71	281	0
Precinct 9514/9522 - Election Day	109	38	183	172	0	1	21	150	3
Precinct 9514/9522	298	130	896	524	0	1	92	431	3
Precinct 9515 - Vote By Mail	156	97	543	304	0	0	51	253	0
Precinct 9515 - Election Day	86	29	169	135	0	0	20	115	0
Precinct 9515	242	126	712	439	0	0	71	368	0
Precinct 9516 - Vote By Mail	205	109	705	366	0	0	52	314	0
Precinct 9516 - Election Day	91	33	184	158	0	0	33	125	1
Precinct 9516	296	142	889	524	0	0	85	439	1
Precinct 9517 - Vote By Mail	203	66	626	335	0	0	66	269	0
Precinct 9517 - Election Day	82	24	162	137	0	0	30	107	1
Precinct 9517	285	90	788	472	0	0	96	376	1
Precinct 9518 - Vote By Mail	176	83	642	315	0	0	56	259	0
Precinct 9518 - Election Day	98	28	146	149	0	0	21	128	2
Precinct 9518	274	111	788	464	0	0	77	387	2
Precinct 9519 - Vote By Mail	200	96	693	368	0	0	72	296	0
Precinct 9519 - Election Day	116	29	198	170	0	0	25	145	0
Precinct 9519	316	125	891	538	0	0	97	441	0
Precinct 9521 - Vote By Mail	219	73	687	352	0	0	60	292	0
Precinct 9521 - Election Day	120	34	214	193	0	0	38	155	1
Precinct 9521	339	107	901	545	0	0	98	447	1
Precinct 9701 - Vote By Mail	129	77	498	269	0	0	63	206	0
Precinct 9701 - Election Day	82	34	156	135	0	0	18	117	1
Precinct 9701	211	111	654	404	0	0	81	323	1
Precinct 9702 - Vote By Mail	174	72	554	305	0	0	59	246	0
Precinct 9702 - Election Day	86	28	166	148	0	0	34	114	0
Precinct 9702	260	100	720	453	0	0	93	360	0
Precinct 9703 - Vote By Mail	173	169	809	403	0	0	61	342	0
Precinct 9703 - Election Day	75	40	182	143	0	0	25	118	3
Precinct 9703	248	209	991	546	0	0	86	460	3
Precinct 9704 - Vote By Mail	188	163	760	422	0	0	71	351	0
Precinct 9704 - Election Day	92	60	199	197	0	0	44	153	1
Precinct 9704	280	223	959	619	0	0	115	504	1
Precinct 9705 - Vote By Mail	222	125	754	421	0	1	73	347	0
Precinct 9705 - Election Day	80	35	175	144	0	0	27	117	2
Precinct 9705	302	160	929	565	0	1	100	464	2
Precinct 9706 MB - Vote By Mail	16	9	57	34	0	0	9	25	0
Precinct 9706 MB - Election Day	0	0	-8	0	0	0	0	0	0
Precinct 9706 MB	16	9	49	34	0	0	9	25	0
Precinct 9707 - Vote By Mail	153	143	687	358	0	0	62	296	0
Precinct 9707 - Election Day	50	30	139	102	0	0	22	80	0
Precinct 9707	203	173	826	460	0	0	84	376	0
Precinct 9708 - Vote By Mail	219	132	786	429	0	0	78	351	0
Precinct 9708 - Election Day	94	36	175	158	0	0	28	130	0
Precinct 9708	313	168	961	587	0	0	106	481	0
Precinct 9709 - Vote By Mail	180	175	831	427	0	0	72	355	0
Precinct 9709 - Election Day	89	61	209	181	0	1	30	150	0
Precinct 9709	269	236	1,040	608	0	1	102	505	0
Precinct 9711 - Vote By Mail	132	115	502	307	0	0	60	247	0
Precinct 9711 - Election Day	74	38	144	139	0	0	25	114	2
Precinct 9711	206	153	646	446	0	0	85	361	2
Precinct 9712 - Vote By Mail	144	129	534	335	0	0	62	273	0
Precinct 9712 - Election Day	49	49	127	117	0	0	19	98	0
Precinct 9712	193	178	661	452	0	0	81	371	0
Precinct 9713 - Vote By Mail	158	171	747	389	0	0	60	329	0
Precinct 9713 - Election Day	61	49	203	137	0	0	25	112	2
Precinct 9713	219	220	950	526	0	0	85	441	2
Precinct 9714 - Vote By Mail	177	198	795	446	0	0	71	375	0
Precinct 9714 - Election Day	59	56	156	133	0	0	18	115	0
Precinct 9714	236	254	951	579	0	0	89	490	0
Precinct 9715 - Vote By Mail	85	120	449	241	0	0	36	205	0
Precinct 9715 - Election Day	46	70	130	134	0	0	17	117	1
Precinct 9715	131	190	579	375	0	0	53	322	1
Precinct 9716 - Vote By Mail	179	158	745	398	0	0	61	337	0
Precinct 9716 - Election Day	83	49	221	164	0	0	32	132	0
Precinct 9716	262	207	966	562	0	0	93	469	0
Precinct 9717 - Vote By Mail	191	188	753	436	0	3	54	379	0
Precinct 9717 - Election Day	70	49	224	145	0	0	24	121	2
Precinct 9717	261	237	977	581	0	3	78	500	2
Precinct 9718 - Vote By Mail	194	188	749	449	0	0	67	382	0
Precinct 9718 - Election Day	61	62	152	144	0	0	21	123	0
Precinct 9718	255	250	901	593	0	0	88	505	0
Precinct 9719 - Vote By Mail	177	203	747	461	0	0	81	380	0
Precinct 9719 - Election Day	65	62	173	151	0	0	23	128	1
Precinct 9719	242	265	920	612	0	0	104	508	1
Precinct 9721 - Vote By Mail	111	123	498	288	0	0	54	234	0
Precinct 9721 - Election Day	53	63	164	133	0	0	16	117	1
Precinct 9721	164	186	662	421	0	0	70	351	1
Precinct 9722 - Vote By Mail	133	135	513	315	0	0	47	268	0
Precinct 9722 - Election Day	31	34	84	76	0	0	11	65	0
Precinct 9722	164	169	597	391	0	0	58	333	0
Precinct 9723 - Vote By Mail	61	128	436	223	0	0	34	189	0
Precinct 9723 - Election Day	15	16	72	44	0	0	13	31	0
Precinct 9723	76	144	508	267	0	0	47	220	0
Precinct 9724 - Vote By Mail	134	233	851	451	0	0	84	367	0
Precinct 9724 - Election Day	32	47	169	99	0	0	19	80	1
Precinct 9724	166	280	1,020	550	0	0	103	447	1
Precinct 9725 - Vote By Mail	151	208	814	436	0	0	77	359	0
Precinct 9725 - Election Day	36	39	157	96	0	0	21	75	0
Precinct 9725	187	247	971	532	0	0	98	434	0
Precinct 9726 - Vote By Mail	134	52	630	216	0	0	30	186	0
Precinct 9726 - Election Day	66	23	-14	102	0	0	10	92	3
Precinct 9726	200	75	616	318	0	0	40	278	3
Precinct 9727 - Vote By Mail	90	106	404	227	0	2	29	196	0
Precinct 9727 - Election Day	15	9	56	33	0	0	9	24	0
Precinct 9727	105	115	460	260	0	2	38	220	0
Precinct 9728 - Vote By Mail	170	197	751	446	0	1	78	367	0
Precinct 9728 - Election Day	62	52	212	137	0	0	23	114	0
Precinct 9728	232	249	963	583	0	1	101	481	0
Precinct 9729 - Vote By Mail	95	175	654	335	0	0	65	270	0
Precinct 9729 - Election Day	47	60	164	129	0	0	22	107	0
Precinct 9729	142	235	818	464	0	0	87	377	0
Precinct 9731 - Vote By Mail	90	108	436	245	0	0	47	198	0
Precinct 9731 - Election Day	44	39	143	111	0	0	28	83	0
Precinct 9731	134	147	579	356	0	0	75	281	0
Precinct 9732 MB - Vote By Mail	23	9	78	47	0	0	15	32	0
Precinct 9732 MB - Election Day	0	0	-5	0	0	0	0	0	0
Precinct 9732 MB	23	9	73	47	0	0	15	32	0
Precinct 9733 MB - Vote By Mail	82	60	261	161	0	0	19	142	0
Precinct 9733 MB - Election Day	0	0	-21	0	0	0	0	0	0
Precinct 9733 MB	82	60	240	161	0	0	19	142	0
Precinct 9734 - Vote By Mail	118	125	473	285	0	0	42	243	0
Precinct 9734 - Election Day	48	45	131	109	0	0	14	95	2
Precinct 9734	166	170	604	394	0	0	56	338	2
Precinct 9735 - Vote By Mail	155	181	650	386	0	0	50	336	0
Precinct 9735 - Election Day	58	45	170	133	0	0	29	104	1
Precinct 9735	213	226	820	519	0	0	79	440	1
Precinct 9736 - Vote By Mail	140	119	586	323	0	0	64	259	0
Precinct 9736 - Election Day	69	54	150	153	0	0	28	125	2
Precinct 9736	209	173	736	476	0	0	92	384	2
Precinct 9737 - Vote By Mail	193	134	637	387	0	0	60	327	0
Precinct 9737 - Election Day	82	32	154	135	0	0	20	115	1
Precinct 9737	275	166	791	522	0	0	80	442	1
Precinct 9738 - Vote By Mail	185	85	688	319	0	0	49	270	0
Precinct 9738 - Election Day	37	17	150	64	0	0	10	54	0
Precinct 9738	222	102	838	383	0	0	59	324	0
Precinct 9739 - Vote By Mail	188	53	674	270	0	1	28	241	0
Precinct 9739 - Election Day	65	11	115	88	0	0	10	78	2
Precinct 9739	253	64	789	358	0	1	38	319	2
Precinct 9741 - Vote By Mail	129	23	837	173	0	0	21	152	0
Precinct 9741 - Election Day	6	1	-396	10	0	0	3	7	0
Precinct 9741	135	24	441	183	0	0	24	159	0
Precinct 9742 - Vote By Mail	79	114	530	229	0	1	35	193	0
Precinct 9742 - Election Day	38	45	165	99	0	0	16	83	0
Precinct 9742	117	159	695	328	0	1	51	276	0
Precinct 9743 - Vote By Mail	221	110	913	400	0	0	69	331	0
Precinct 9743 - Election Day	124	24	227	170	0	0	22	148	0
Precinct 9743	345	134	1,140	570	0	0	91	479	0
Precinct 9744 - Vote By Mail	218	61	783	333	0	0	54	279	0
Precinct 9744 - Election Day	85	21	160	123	0	0	17	106	0
Precinct 9744	303	82	943	456	0	0	71	385	0
