Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 9104 - Vote By Mail	194	94	993	293	0	0	5	288
Precinct 9104	258	126	993	393	0	0	9	384
Precinct 9105/9107 - Election Day	160	60	1,747	223	0	0	3	220
Precinct 9105/9107 - Vote By Mail	338	170	1,747	514	0	0	6	508
Precinct 9105/9107	498	230	1,747	737	0	0	9	728
Precinct 9106 - Election Day	93	39	935	135	0	0	3	132
Precinct 9106 - Vote By Mail	203	83	935	296	0	0	10	286
Precinct 9106	296	122	935	431	0	0	13	418
Precinct 9109/9108 - Election Day	169	70	1,651	245	0	0	6	239
Precinct 9109/9108 - Vote By Mail	290	128	1,651	438	0	0	20	418
Precinct 9109/9108	459	198	1,651	683	0	0	26	657
Precinct 9111 - Election Day	64	37	809	105	0	0	4	101
Precinct 9111 - Vote By Mail	138	63	809	209	0	0	8	201
Precinct 9111	202	100	809	314	0	0	12	302
Precinct 9113 - Election Day	100	60	997	164	0	0	4	160
Precinct 9113 - Vote By Mail	215	90	997	317	0	0	12	305
Precinct 9113	315	150	997	481	0	0	16	465
Precinct 9114/9112 - Election Day	172	60	1,806	237	0	0	5	232
Precinct 9114/9112 - Vote By Mail	372	139	1,806	521	0	0	10	511
Precinct 9114/9112	544	199	1,806	758	0	0	15	743
Precinct 9116/9115 - Election Day	183	60	1,822	251	0	0	8	243
Precinct 9116/9115 - Vote By Mail	323	177	1,822	509	0	0	9	500
Precinct 9116/9115	506	237	1,822	760	0	0	17	743
Precinct 9117/9101 - Election Day	170	78	1,691	254	0	0	6	248
Precinct 9117/9101 - Vote By Mail	348	170	1,691	533	0	0	15	518
Precinct 9117/9101	518	248	1,691	787	0	0	21	766
Precinct 9118/9102 - Election Day	155	69	1,938	229	0	0	5	224
Precinct 9118/9102 - Vote By Mail	360	161	1,938	535	0	0	14	521
Precinct 9118/9102	515	230	1,938	764	0	0	19	745
Precinct 9119 - Election Day	57	30	899	91	0	0	4	87
Precinct 9119 - Vote By Mail	197	96	899	302	0	0	9	293
Precinct 9119	254	126	899	393	0	0	13	380
Precinct 9122/9121 - Election Day	125	57	1,865	190	0	0	8	182
Precinct 9122/9121 - Vote By Mail	340	184	1,865	537	0	1	12	524
Precinct 9122/9121	465	241	1,865	727	0	1	20	706
Precinct 9124/9142 - Election Day	155	55	1,843	218	0	0	8	210
Precinct 9124/9142 - Vote By Mail	341	181	1,843	542	0	0	20	522
Precinct 9124/9142	496	236	1,843	760	0	0	28	732
Precinct 9125 - Election Day	66	28	879	97	0	0	3	94
Precinct 9125 - Vote By Mail	182	79	879	267	0	0	6	261
Precinct 9125	248	107	879	364	0	0	9	355
Precinct 9127/9126 - Election Day	190	77	1,974	273	0	0	6	267
Precinct 9127/9126 - Vote By Mail	412	203	1,974	633	0	0	18	615
Precinct 9127/9126	602	280	1,974	906	0	0	24	882
Precinct 9128 - Election Day	72	47	814	125	0	0	6	119
Precinct 9128 - Vote By Mail	169	98	814	267	0	0	0	267
Precinct 9128	241	145	814	392	0	0	6	386
Precinct 9129/9131 - Election Day	129	45	1,459	176	0	0	2	174
Precinct 9129/9131 - Vote By Mail	289	166	1,459	461	0	0	6	455
Precinct 9129/9131	418	211	1,459	637	0	0	8	629
Precinct 9132 - Election Day	76	28	805	105	0	0	1	104
Precinct 9132 - Vote By Mail	150	67	805	221	0	0	4	217
Precinct 9132	226	95	805	326	0	0	5	321
Precinct 9133/9148 - Election Day	200	66	1,984	271	0	0	5	266
Precinct 9133/9148 - Vote By Mail	409	165	1,984	595	0	0	21	574
Precinct 9133/9148	609	231	1,984	866	0	0	26	840
Precinct 9134 - Election Day	58	29	891	87	0	0	0	87
Precinct 9134 - Vote By Mail	158	78	891	246	0	0	10	236
Precinct 9134	216	107	891	333	0	0	10	323
Precinct 9135 - Election Day	61	49	802	114	0	0	4	110
Precinct 9135 - Vote By Mail	129	98	802	231	0	0	4	227
Precinct 9135	190	147	802	345	0	0	8	337
Precinct 9136 - Election Day	88	29	900	119	0	0	2	117
Precinct 9136 - Vote By Mail	167	75	900	251	0	1	8	242
Precinct 9136	255	104	900	370	0	1	10	359
Precinct 9137 - Election Day	69	39	999	115	0	0	7	108
Precinct 9137 - Vote By Mail	190	78	999	279	0	0	11	268
Precinct 9137	259	117	999	394	0	0	18	376
Precinct 9138 - Election Day	59	38	929	101	0	0	4	97
Precinct 9138 - Vote By Mail	171	102	929	283	0	0	10	273
Precinct 9138	230	140	929	384	0	0	14	370
Precinct 9139 - Election Day	71	34	986	105	0	0	0	105
Precinct 9139 - Vote By Mail	224	106	986	341	0	0	11	330
Precinct 9139	295	140	986	446	0	0	11	435
Precinct 9141/9123 - Election Day	156	71	1,803	231	0	0	4	227
Precinct 9141/9123 - Vote By Mail	367	167	1,803	547	0	0	13	534
Precinct 9141/9123	523	238	1,803	778	0	0	17	761
Precinct 9143 - Election Day	84	33	895	120	0	0	3	117
Precinct 9143 - Vote By Mail	187	89	895	281	0	0	5	276
Precinct 9143	271	122	895	401	0	0	8	393
Precinct 9144 - Election Day	114	27	958	141	0	0	0	141
Precinct 9144 - Vote By Mail	183	99	958	289	0	0	7	282
Precinct 9144	297	126	958	430	0	0	7	423
Precinct 9145 - Election Day	95	25	851	124	0	0	4	120
Precinct 9145 - Vote By Mail	196	73	851	275	0	0	6	269
Precinct 9145	291	98	851	399	0	0	10	389
Precinct 9146/9147 - Election Day	195	73	1,837	275	0	0	7	268
Precinct 9146/9147 - Vote By Mail	371	176	1,837	558	0	0	11	547
Precinct 9146/9147	566	249	1,837	833	0	0	18	815
Precinct 9149 - Election Day	108	39	957	150	0	0	3	147
Precinct 9149 - Vote By Mail	184	90	957	277	0	0	3	274
Precinct 9149	292	129	957	427	0	0	6	421
Precinct 9152/9151 - Election Day	110	55	1,630	167	0	0	2	165
Precinct 9152/9151 - Vote By Mail	259	133	1,630	400	0	0	8	392
Precinct 9152/9151	369	188	1,630	567	0	0	10	557
Precinct 9201 - Election Day	90	21	950	111	0	0	0	111
Precinct 9201 - Vote By Mail	134	72	950	209	0	0	3	206
Precinct 9201	224	93	950	320	0	0	3	317
Precinct 9202 - Election Day	73	38	977	116	0	0	5	111
Precinct 9202 - Vote By Mail	141	62	977	205	0	0	2	203
Precinct 9202	214	100	977	321	0	0	7	314
Precinct 9203 - Election Day	37	38	984	78	0	0	3	75
Precinct 9203 - Vote By Mail	120	122	984	250	0	0	8	242
Precinct 9203	157	160	984	328	0	0	11	317
Precinct 9204 - Election Day	59	44	855	109	0	1	5	103
Precinct 9204 - Vote By Mail	115	84	855	208	0	0	9	199
Precinct 9204	174	128	855	317	0	1	14	302
Precinct 9205/9212 - Election Day	83	53	1,484	141	0	0	5	136
Precinct 9205/9212 - Vote By Mail	205	137	1,484	355	0	0	13	342
Precinct 9205/9212	288	190	1,484	496	0	0	18	478
Precinct 9208/9207 - Election Day	100	75	1,935	178	0	0	3	175
Precinct 9208/9207 - Vote By Mail	227	245	1,935	484	0	0	12	472
Precinct 9208/9207	327	320	1,935	662	0	0	15	647
Precinct 9209 - Election Day	41	42	742	84	0	0	1	83
Precinct 9209 - Vote By Mail	99	73	742	178	0	0	6	172
Precinct 9209	140	115	742	262	0	0	7	255
Precinct 9211/9206 - Election Day	82	76	1,788	166	0	0	8	158
Precinct 9211/9206 - Vote By Mail	227	232	1,788	468	0	0	9	459
Precinct 9211/9206	309	308	1,788	634	0	0	17	617
Precinct 9213 - Election Day	50	35	927	85	0	0	0	85
Precinct 9213 - Vote By Mail	127	109	927	244	0	0	8	236
Precinct 9213	177	144	927	329	0	0	8	321
Precinct 9214 - Election Day	33	31	633	66	0	0	2	64
Precinct 9214 - Vote By Mail	83	94	633	178	0	0	1	177
Precinct 9214	116	125	633	244	0	0	3	241
Precinct 9215 - Election Day	32	45	641	79	0	1	1	77
Precinct 9215 - Vote By Mail	85	77	641	171	0	0	9	162
Precinct 9215	117	122	641	250	0	1	10	239
Precinct 9216 - Election Day	43	36	818	82	0	0	3	79
Precinct 9216 - Vote By Mail	80	86	818	171	0	0	5	166
Precinct 9216	123	122	818	253	0	0	8	245
Precinct 9217 - Election Day	32	31	704	65	0	0	2	63
Precinct 9217 - Vote By Mail	88	73	704	163	0	0	2	161
Precinct 9217	120	104	704	228	0	0	4	224
Precinct 9218 - Election Day	43	40	805	87	0	0	4	83
Precinct 9218 - Vote By Mail	99	97	805	200	0	0	4	196
Precinct 9218	142	137	805	287	0	0	8	279
Precinct 9219/9225 - Election Day	109	74	1,727	186	0	0	3	183
Precinct 9219/9225 - Vote By Mail	223	156	1,727	383	0	0	4	379
Precinct 9219/9225	332	230	1,727	569	0	0	7	562
Precinct 9221 - Election Day	41	31	638	73	0	0	1	72
Precinct 9221 - Vote By Mail	124	116	638	244	0	0	4	240
Precinct 9221	165	147	638	317	0	0	5	312
Precinct 9222 - Election Day	55	31	886	91	0	0	5	86
Precinct 9222 - Vote By Mail	145	106	886	262	0	0	11	251
Precinct 9222	200	137	886	353	0	0	16	337
Precinct 9223 - Election Day	32	20	651	53	0	0	1	52
Precinct 9223 - Vote By Mail	87	95	651	188	0	0	6	182
Precinct 9223	119	115	651	241	0	0	7	234
Precinct 9224 - Election Day	53	52	928	107	0	0	2	105
Precinct 9224 - Vote By Mail	142	124	928	270	0	1	3	266
Precinct 9224	195	176	928	377	0	1	5	371
Precinct 9226 - Election Day	42	43	892	85	0	0	0	85
Precinct 9226 - Vote By Mail	120	109	892	233	0	0	4	229
Precinct 9226	162	152	892	318	0	0	4	314
Precinct 9227 - Election Day	57	22	713	83	0	0	4	79
Precinct 9227 - Vote By Mail	170	116	713	292	0	0	6	286
Precinct 9227	227	138	713	375	0	0	10	365
Precinct 9228 - Election Day	56	32	740	89	0	0	1	88
Precinct 9228 - Vote By Mail	135	100	740	240	0	0	5	235
Precinct 9228	191	132	740	329	0	0	6	323
Precinct 9229 - Election Day	47	45	574	93	0	0	1	92
Precinct 9229 - Vote By Mail	111	71	574	190	0	0	8	182
Precinct 9229	158	116	574	283	0	0	9	274
Precinct 9231 - Election Day	114	36	954	157	0	0	7	150
Precinct 9231 - Vote By Mail	176	91	954	272	0	0	5	267
Precinct 9231	290	127	954	429	0	0	12	417
Precinct 9232 - Election Day	56	32	716	92	0	0	4	88
Precinct 9232 - Vote By Mail	138	97	716	238	0	0	3	235
Precinct 9232	194	129	716	330	0	0	7	323
Precinct 9233 - Election Day	52	23	814	77	0	0	2	75
Precinct 9233 - Vote By Mail	135	117	814	260	0	0	8	252
Precinct 9233	187	140	814	337	0	0	10	327
Precinct 9234 - Election Day	52	31	747	84	0	0	1	83
Precinct 9234 - Vote By Mail	110	96	747	216	0	0	10	206
Precinct 9234	162	127	747	300	0	0	11	289
Precinct 9235/9243 - Election Day	99	61	1,439	164	0	0	4	160
Precinct 9235/9243 - Vote By Mail	253	178	1,439	443	0	0	12	431
Precinct 9235/9243	352	239	1,439	607	0	0	16	591
Precinct 9236 - Election Day	35	28	659	65	0	0	2	63
Precinct 9236 - Vote By Mail	121	78	659	204	0	0	5	199
Precinct 9236	156	106	659	269	0	0	7	262
Precinct 9237 - Election Day	49	35	874	86	0	0	2	84
Precinct 9237 - Vote By Mail	138	115	874	266	0	0	13	253
Precinct 9237	187	150	874	352	0	0	15	337
Precinct 9238/9246 - Election Day	94	62	1,769	161	0	0	5	156
Precinct 9238/9246 - Vote By Mail	292	225	1,769	526	0	0	9	517
Precinct 9238/9246	386	287	1,769	687	0	0	14	673
Precinct 9239 - Election Day	42	34	866	78	0	0	2	76
Precinct 9239 - Vote By Mail	161	118	866	288	0	0	9	279
Precinct 9239	203	152	866	366	0	0	11	355
Precinct 9241 - Election Day	54	41	968	95	0	0	0	95
Precinct 9241 - Vote By Mail	152	126	968	282	0	0	4	278
Precinct 9241	206	167	968	377	0	0	4	373
Precinct 9242/9247 - Election Day	97	59	1,845	158	0	0	2	156
Precinct 9242/9247 - Vote By Mail	310	190	1,845	509	0	0	9	500
Precinct 9242/9247	407	249	1,845	667	0	0	11	656
Precinct 9244 - Election Day	70	28	881	99	0	0	1	98
Precinct 9244 - Vote By Mail	123	90	881	226	0	0	13	213
Precinct 9244	193	118	881	325	0	0	14	311
Precinct 9245/7206 - Election Day	86	40	1,081	131	0	0	5	126
Precinct 9245/7206 - Vote By Mail	158	115	1,081	278	0	0	5	273
Precinct 9245/7206	244	155	1,081	409	0	0	10	399
Precinct 9248 - Election Day	51	34	870	88	0	0	3	85
Precinct 9248 - Vote By Mail	160	74	870	242	0	1	7	234
Precinct 9248	211	108	870	330	0	1	10	319
Precinct 9251/9249 - Election Day	173	104	1,887	283	0	0	6	277
Precinct 9251/9249 - Vote By Mail	354	190	1,887	559	0	0	15	544
Precinct 9251/9249	527	294	1,887	842	0	0	21	821
Precinct 9252 - Election Day	56	24	918	83	0	0	3	80
Precinct 9252 - Vote By Mail	167	111	918	286	0	0	8	278
Precinct 9252	223	135	918	369	0	0	11	358
Precinct 9253 - Election Day	58	40	752	103	0	0	5	98
Precinct 9253 - Vote By Mail	149	81	752	238	0	1	7	230
Precinct 9253	207	121	752	341	0	1	12	328
Precinct 9255/9258 - Election Day	116	49	1,236	168	0	0	3	165
Precinct 9255/9258 - Vote By Mail	229	118	1,236	351	0	0	4	347
Precinct 9255/9258	345	167	1,236	519	0	0	7	512
Precinct 9256/9254 - Election Day	108	42	1,373	150	0	0	0	150
Precinct 9256/9254 - Vote By Mail	253	144	1,373	408	0	0	11	397
Precinct 9256/9254	361	186	1,373	558	0	0	11	547
Precinct 9257 MB - Election Day	2	1	311	3	0	0	0	3
Precinct 9257 MB - Vote By Mail	88	34	311	124	0	0	2	122
Precinct 9257 MB	90	35	311	127	0	0	2	125
Precinct 9401 - Election Day	121	32	1,015	159	0	1	5	153
Precinct 9401 - Vote By Mail	183	74	1,015	259	0	0	2	257
Precinct 9401	304	106	1,015	418	0	1	7	410
Precinct 9402 - Election Day	99	43	988	148	0	0	6	142
Precinct 9402 - Vote By Mail	195	87	988	286	0	0	4	282
Precinct 9402	294	130	988	434	0	0	10	424
Precinct 9404/9403 - Election Day	140	62	1,814	207	0	0	5	202
Precinct 9404/9403 - Vote By Mail	317	165	1,814	502	0	0	20	482
Precinct 9404/9403	457	227	1,814	709	0	0	25	684
Precinct 9405 - Election Day	76	37	770	113	0	0	0	113
Precinct 9405 - Vote By Mail	127	90	770	224	0	0	7	217
Precinct 9405	203	127	770	337	0	0	7	330
Precinct 9406 - Election Day	83	43	873	133	0	0	7	126
Precinct 9406 - Vote By Mail	156	67	873	225	0	0	2	223
Precinct 9406	239	110	873	358	0	0	9	349
Precinct 9407 - Election Day	88	27	887	126	0	0	11	115
Precinct 9407 - Vote By Mail	147	85	887	242	0	0	10	232
Precinct 9407	235	112	887	368	0	0	21	347
Precinct 9408 - Election Day	83	41	834	129	0	0	5	124
Precinct 9408 - Vote By Mail	154	48	834	204	0	0	2	202
Precinct 9408	237	89	834	333	0	0	7	326
Precinct 9409 - Election Day	85	19	591	105	0	0	1	104
Precinct 9409 - Vote By Mail	88	41	591	133	0	0	4	129
Precinct 9409	173	60	591	238	0	0	5	233
Precinct 9411/9412 - Election Day	179	73	1,842	255	0	0	3	252
Precinct 9411/9412 - Vote By Mail	330	173	1,842	523	0	0	20	503
Precinct 9411/9412	509	246	1,842	778	0	0	23	755
Precinct 9413 - Election Day	60	39	920	102	0	0	3	99
Precinct 9413 - Vote By Mail	169	99	920	281	0	1	12	268
Precinct 9413	229	138	920	383	0	1	15	367
Precinct 9415 - Election Day	54	24	779	79	0	0	1	78
Precinct 9415 - Vote By Mail	159	90	779	255	0	0	6	249
Precinct 9415	213	114	779	334	0	0	7	327
Precinct 9416 - Election Day	105	42	988	152	0	0	5	147
Precinct 9416 - Vote By Mail	185	81	988	279	0	0	13	266
Precinct 9416	290	123	988	431	0	0	18	413
Precinct 9418/9417 - Election Day	124	69	1,561	201	0	0	8	193
Precinct 9418/9417 - Vote By Mail	310	179	1,561	512	0	0	23	489
Precinct 9418/9417	434	248	1,561	713	0	0	31	682
Precinct 9419/9414 - Election Day	114	56	1,790	174	0	0	4	170
Precinct 9419/9414 - Vote By Mail	346	215	1,790	586	0	0	25	561
Precinct 9419/9414	460	271	1,790	760	0	0	29	731
Precinct 9421 - Election Day	64	29	917	94	0	0	1	93
Precinct 9421 - Vote By Mail	165	112	917	283	0	0	6	277
Precinct 9421	229	141	917	377	0	0	7	370
Precinct 9422 - Election Day	88	44	1,068	138	0	0	6	132
Precinct 9422 - Vote By Mail	193	125	1,068	330	0	0	12	318
Precinct 9422	281	169	1,068	468	0	0	18	450
Precinct 9423 - Election Day	60	27	906	88	0	0	1	87
Precinct 9423 - Vote By Mail	169	81	906	264	0	0	14	250
Precinct 9423	229	108	906	352	0	0	15	337
Precinct 9424/9425 - Election Day	107	62	1,949	182	0	0	13	169
Precinct 9424/9425 - Vote By Mail	379	247	1,949	637	0	0	11	626
Precinct 9424/9425	486	309	1,949	819	0	0	24	795
Precinct 9426 - Election Day	54	27	832	83	0	0	2	81
Precinct 9426 - Vote By Mail	167	92	832	264	0	0	5	259
Precinct 9426	221	119	832	347	0	0	7	340
Precinct 9427 - Election Day	66	48	964	116	0	0	2	114
Precinct 9427 - Vote By Mail	150	122	964	285	0	0	13	272
Precinct 9427	216	170	964	401	0	0	15	386
Precinct 9431/9429 - Election Day	142	73	1,914	218	0	0	3	215
Precinct 9431/9429 - Vote By Mail	322	243	1,914	588	0	1	22	565
Precinct 9431/9429	464	316	1,914	806	0	1	25	780
Precinct 9432 - Election Day	66	33	943	100	0	0	1	99
Precinct 9432 - Vote By Mail	176	85	943	268	0	0	7	261
Precinct 9432	242	118	943	368	0	0	8	360
Precinct 9433/9428 - Election Day	82	66	1,923	152	0	0	4	148
Precinct 9433/9428 - Vote By Mail	350	227	1,923	608	0	0	31	577
Precinct 9433/9428	432	293	1,923	760	0	0	35	725
Precinct 9434 - Election Day	77	39	982	118	0	0	2	116
Precinct 9434 - Vote By Mail	184	108	982	297	0	0	5	292
Precinct 9434	261	147	982	415	0	0	7	408
Precinct 9436 - Election Day	68	48	1,057	123	0	0	7	116
Precinct 9436 - Vote By Mail	191	127	1,057	325	0	0	7	318
Precinct 9436	259	175	1,057	448	0	0	14	434
Precinct 9437 - Election Day	64	31	908	95	0	0	0	95
Precinct 9437 - Vote By Mail	147	125	908	281	0	0	9	272
Precinct 9437	211	156	908	376	0	0	9	367
Precinct 9439/9438 - Election Day	98	61	1,863	163	0	0	4	159
Precinct 9439/9438 - Vote By Mail	336	240	1,863	598	0	0	22	576
Precinct 9439/9438	434	301	1,863	761	0	0	26	735
Precinct 9441 - Election Day	80	35	985	118	0	0	3	115
Precinct 9441 - Vote By Mail	180	128	985	316	0	0	8	308
Precinct 9441	260	163	985	434	0	0	11	423
Precinct 9442/9435 - Election Day	139	97	2,015	249	0	0	13	236
Precinct 9442/9435 - Vote By Mail	320	226	2,015	564	0	0	18	546
Precinct 9442/9435	459	323	2,015	813	0	0	31	782
Precinct 9443/9444 - Election Day	119	52	1,908	176	0	0	5	171
Precinct 9443/9444 - Vote By Mail	317	218	1,908	561	0	1	25	535
Precinct 9443/9444	436	270	1,908	737	0	1	30	706
Precinct 9445 - Election Day	45	44	971	92	0	0	3	89
Precinct 9445 - Vote By Mail	174	117	971	306	0	1	14	291
Precinct 9445	219	161	971	398	0	1	17	380
Precinct 9446/9452 - Election Day	152	71	1,940	230	0	0	7	223
Precinct 9446/9452 - Vote By Mail	339	265	1,940	621	0	0	17	604
Precinct 9446/9452	491	336	1,940	851	0	0	24	827
Precinct 9447 - Election Day	80	38	889	122	0	0	4	118
Precinct 9447 - Vote By Mail	161	106	889	274	0	0	7	267
Precinct 9447	241	144	889	396	0	0	11	385
Precinct 9448 - Election Day	71	32	936	105	0	0	2	103
Precinct 9448 - Vote By Mail	149	103	936	265	0	0	13	252
Precinct 9448	220	135	936	370	0	0	15	355
Precinct 9449 - Election Day	54	30	862	86	0	0	2	84
Precinct 9449 - Vote By Mail	151	110	862	273	0	0	12	261
Precinct 9449	205	140	862	359	0	0	14	345
Precinct 9451 - Election Day	22	18	437	41	0	0	1	40
Precinct 9451 - Vote By Mail	66	73	437	144	0	0	5	139
Precinct 9451	88	91	437	185	0	0	6	179
Precinct 9453 - Election Day	34	22	520	57	0	0	1	56
Precinct 9453 - Vote By Mail	100	58	520	166	0	0	8	158
Precinct 9453	134	80	520	223	0	0	9	214
Precinct 9501 MB - Election Day	2	0	147	2	0	0	0	2
Precinct 9501 MB - Vote By Mail	44	23	147	69	0	0	2	67
Precinct 9501 MB	46	23	147	71	0	0	2	69
Precinct 9502 MB - Election Day	4	1	253	5	0	0	0	5
Precinct 9502 MB - Vote By Mail	77	25	253	104	0	0	2	102
Precinct 9502 MB	81	26	253	109	0	0	2	107
Precinct 9503/9504 - Election Day	61	24	667	86	0	0	1	85
Precinct 9503/9504 - Vote By Mail	123	48	667	175	0	0	4	171
Precinct 9503/9504	184	72	667	261	0	0	5	256
Precinct 9505 - Election Day	72	40	760	115	0	0	3	112
Precinct 9505 - Vote By Mail	172	67	760	246	0	0	7	239
Precinct 9505	244	107	760	361	0	0	10	351
Precinct 9506 - Election Day	59	33	750	95	0	0	3	92
Precinct 9506 - Vote By Mail	139	43	750	186	0	0	4	182
Precinct 9506	198	76	750	281	0	0	7	274
Precinct 9507 - Election Day	97	23	713	122	0	0	2	120
Precinct 9507 - Vote By Mail	154	50	713	210	0	0	6	204
Precinct 9507	251	73	713	332	0	0	8	324
Precinct 9511/9509 - Election Day	169	50	1,314	228	0	0	9	219
Precinct 9511/9509 - Vote By Mail	288	82	1,314	382	0	0	12	370
Precinct 9511/9509	457	132	1,314	610	0	0	21	589
Precinct 9512/9508 - Election Day	184	41	1,544	231	0	1	5	225
Precinct 9512/9508 - Vote By Mail	364	115	1,544	489	0	0	10	479
Precinct 9512/9508	548	156	1,544	720	0	1	15	704
Precinct 9513 - Election Day	122	35	872	161	0	0	4	157
Precinct 9513 - Vote By Mail	190	48	872	242	0	0	4	238
Precinct 9513	312	83	872	403	0	0	8	395
Precinct 9514/9522 - Election Day	125	28	888	157	0	0	4	153
Precinct 9514/9522 - Vote By Mail	195	66	888	270	0	0	9	261
Precinct 9514/9522	320	94	888	427	0	0	13	414
Precinct 9516/9515 - Election Day	203	67	1,579	275	0	0	5	270
Precinct 9516/9515 - Vote By Mail	350	124	1,579	485	0	0	11	474
Precinct 9516/9515	553	191	1,579	760	0	0	16	744
Precinct 9517/9518 - Election Day	192	53	1,554	252	0	0	7	245
Precinct 9517/9518 - Vote By Mail	381	98	1,554	484	0	0	5	479
Precinct 9517/9518	573	151	1,554	736	0	0	12	724
Precinct 9519 - Election Day	111	34	882	148	0	0	3	145
Precinct 9519 - Vote By Mail	229	70	882	305	0	0	6	299
Precinct 9519	340	104	882	453	0	0	9	444
Precinct 9521 - Election Day	140	36	870	182	0	0	6	176
Precinct 9521 - Vote By Mail	228	57	870	295	0	0	10	285
Precinct 9521	368	93	870	477	0	0	16	461
Precinct 9701 - Election Day	89	30	652	122	0	0	3	119
Precinct 9701 - Vote By Mail	118	63	652	183	0	0	2	181
Precinct 9701	207	93	652	305	0	0	5	300
Precinct 9702 - Election Day	93	25	709	121	0	0	3	118
Precinct 9702 - Vote By Mail	151	52	709	210	0	0	7	203
Precinct 9702	244	77	709	331	0	0	10	321
Precinct 9703 - Election Day	76	40	981	120	0	0	4	116
Precinct 9703 - Vote By Mail	212	104	981	330	0	0	14	316
Precinct 9703	288	144	981	450	0	0	18	432
Precinct 9704 - Election Day	94	38	946	133	0	0	1	132
Precinct 9704 - Vote By Mail	222	102	946	337	0	0	13	324
Precinct 9704	316	140	946	470	0	0	14	456
Precinct 9705/9708 - Election Day	201	64	1,865	274	0	0	9	265
Precinct 9705/9708 - Vote By Mail	421	175	1,865	610	0	0	14	596
Precinct 9705/9708	622	239	1,865	884	0	0	23	861
Precinct 9706 MB - Election Day	0	0	48	0	0	0	0	0
Precinct 9706 MB - Vote By Mail	16	4	48	20	0	0	0	20
Precinct 9706 MB	16	4	48	20	0	0	0	20
Precinct 9709 - Election Day	68	38	1,021	108	0	0	2	106
Precinct 9709 - Vote By Mail	198	127	1,021	338	0	0	13	325
Precinct 9709	266	165	1,021	446	0	0	15	431
Precinct 9711/9707 - Election Day	147	68	1,433	222	0	0	7	215
Precinct 9711/9707 - Vote By Mail	324	191	1,433	529	0	0	14	515
Precinct 9711/9707	471	259	1,433	751	0	0	21	730
Precinct 9712/9715 - Election Day	126	61	1,237	190	0	0	3	187
Precinct 9712/9715 - Vote By Mail	265	186	1,237	463	0	0	12	451
Precinct 9712/9715	391	247	1,237	653	0	0	15	638
Precinct 9716 - Election Day	86	42	951	134	0	0	6	128
Precinct 9716 - Vote By Mail	188	124	951	324	0	0	12	312
Precinct 9716	274	166	951	458	0	0	18	440
Precinct 9717/9713 - Election Day	141	74	1,917	224	0	0	9	215
Precinct 9717/9713 - Vote By Mail	363	235	1,917	611	0	0	13	598
Precinct 9717/9713	504	309	1,917	835	0	0	22	813
Precinct 9718/9714 - Election Day	169	99	1,833	277	0	0	9	268
Precinct 9718/9714 - Vote By Mail	409	276	1,833	703	0	0	18	685
Precinct 9718/9714	578	375	1,833	980	0	0	27	953
Precinct 9719 - Election Day	81	52	910	135	0	0	2	133
Precinct 9719 - Vote By Mail	191	152	910	349	0	0	6	343
Precinct 9719	272	204	910	484	0	0	8	476
Precinct 9721 - Election Day	67	58	660	128	0	0	3	125
Precinct 9721 - Vote By Mail	140	107	660	251	0	0	4	247
Precinct 9721	207	165	660	379	0	0	7	372
Precinct 9722 - Election Day	37	31	587	70	0	0	2	68
Precinct 9722 - Vote By Mail	141	96	587	245	0	0	8	237
Precinct 9722	178	127	587	315	0	0	10	305
Precinct 9723 - Election Day	19	18	505	38	0	0	1	37
Precinct 9723 - Vote By Mail	83	99	505	186	0	0	4	182
Precinct 9723	102	117	505	224	0	0	5	219
Precinct 9724 - Election Day	49	49	1,003	100	0	0	2	98
Precinct 9724 - Vote By Mail	175	196	1,003	380	0	1	8	371
Precinct 9724	224	245	1,003	480	0	1	10	469
Precinct 9725 - Election Day	44	41	965	88	0	0	3	85
Precinct 9725 - Vote By Mail	165	148	965	325	0	0	12	313
Precinct 9725	209	189	965	413	0	0	15	398
Precinct 9726 - Election Day	52	21	621	74	0	0	1	73
Precinct 9726 - Vote By Mail	74	46	621	127	0	0	7	120
Precinct 9726	126	67	621	201	0	0	8	193
Precinct 9727 - Election Day	31	19	453	51	0	0	1	50
Precinct 9727 - Vote By Mail	77	74	453	163	0	0	12	151
Precinct 9727	108	93	453	214	0	0	13	201
Precinct 9728/9746 - Election Day	149	116	1,829	272	0	0	7	265
Precinct 9728/9746 - Vote By Mail	320	281	1,829	616	0	0	15	601
Precinct 9728/9746	469	397	1,829	888	0	0	22	866
Precinct 9729 - Election Day	56	46	809	105	0	0	3	102
Precinct 9729 - Vote By Mail	166	143	809	316	0	0	7	309
Precinct 9729	222	189	809	421	0	0	10	411
Precinct 9731 - Election Day	50	25	572	77	0	0	2	75
Precinct 9731 - Vote By Mail	97	90	572	190	0	0	3	187
Precinct 9731	147	115	572	267	0	0	5	262
Precinct 9732 MB - Election Day	0	0	71	0	0	0	0	0
Precinct 9732 MB - Vote By Mail	21	18	71	39	0	0	0	39
Precinct 9732 MB	21	18	71	39	0	0	0	39
Precinct 9733 MB - Election Day	3	1	235	5	0	0	1	4
Precinct 9733 MB - Vote By Mail	79	34	235	115	0	0	2	113
Precinct 9733 MB	82	35	235	120	0	0	3	117
Precinct 9734/9735 - Election Day	104	82	1,389	188	0	0	2	186
